#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        5067     1.89227      1.4186  0.00963503
        5068     1.88549     1.41869  0.00963357
        5069     1.87925     1.41878   0.0096321
        5070     1.87212     1.41887  0.00963061
        5071     1.86487     1.41896  0.00962912
        5072     1.85705     1.41905  0.00962761
        5073     1.84891     1.41913  0.00962608
        5074     1.84097     1.41921  0.00962454
        5075     1.83255      1.4193  0.00962299
        5076     1.82319     1.41937  0.00962142
        5077     1.81387     1.41945  0.00961984
        5078     1.80535     1.41953  0.00961825
        5079     1.79621      1.4196  0.00961664
        5080     1.78599     1.41967  0.00961502
        5081     1.77713     1.41975  0.00961338
        5082     1.76748     1.41981  0.00961174
        5083     1.75802     1.41988  0.00961007
        5084     1.74757     1.41994   0.0096084
        5085     1.73709     1.42001  0.00960671
        5086     1.72757     1.42007  0.00960501
        5087      1.7178     1.42013   0.0096033
        5088     1.70803     1.42018  0.00960158
        5089     1.69824     1.42024  0.00959985
        5090      1.6882     1.42029  0.00959811
        5091     1.67907     1.42034  0.00959636
        5092     1.66892     1.42039   0.0095946
        5093     1.65965     1.42044  0.00959283
        5094      1.6505     1.42048  0.00959105
        5095     1.64001     1.42052  0.00958927
        5096      1.6291     1.42057  0.00958747
        5097     1.61821      1.4206  0.00958567
        5098     1.60779     1.42064  0.00958386
        5099     1.59613     1.42068  0.00958204
        5100     1.58462     1.42071  0.00958022
        5101     1.57278     1.42074  0.00957839
        5102     1.55983     1.42076  0.00957655
        5103     1.54673     1.42079   0.0095747
        5104     1.53346     1.42081  0.00957285
        5105     1.52001     1.42083    0.009571
        5106     1.50566     1.42085  0.00956914
        5107     1.49112     1.42086  0.00956727
        5108     1.47664     1.42087  0.00956541
        5109     1.46202     1.42088  0.00956354
        5110     1.44653     1.42089  0.00956167
        5111     1.43117     1.42089   0.0095598
        5112     1.41525     1.42089  0.00955793
        5113     1.39904     1.42088  0.00955606
        5114      1.3821     1.42087  0.00955419
        5115     1.36448     1.42086  0.00955233
        5116     1.34718     1.42085  0.00955048
        5117     1.32976     1.42083  0.00954863
        5118     1.31252     1.42081  0.00954678
        5119     1.29526     1.42079  0.00954495
        5120     1.27804     1.42076  0.00954313
        5121     1.26162     1.42073  0.00954131
        5122     1.24438     1.42069  0.00953951
        5123     1.22683     1.42065  0.00953773
        5124     1.21096     1.42061  0.00953595
        5125     1.19415     1.42057  0.00953419
        5126      1.1784     1.42052  0.00953245
        5127     1.16301     1.42047  0.00953072
        5128     1.14778     1.42042  0.00952901
        5129     1.13323     1.42036  0.00952732
        5130     1.11893      1.4203  0.00952564
        5131     1.10539     1.42024  0.00952399
        5132     1.09337     1.42018  0.00952234
        5133      1.0805     1.42011  0.00952072
        5134       1.068     1.42004  0.00951911
        5135     1.05688     1.41997  0.00951752
        5136     1.04619      1.4199  0.00951594
        5137     1.03621     1.41983  0.00951439
        5138      1.0272     1.41975  0.00951284
        5139     1.01918     1.41967  0.00951131
        5140     1.01097     1.41959  0.00950979
        5141     1.00499     1.41951  0.00950828
        5142    0.998856     1.41943  0.00950679
        5143    0.993776     1.41935   0.0095053
        5144    0.989283     1.41926  0.00950382
        5145    0.986103     1.41918  0.00950234
        5146    0.983756     1.41909  0.00950087
        5147    0.981761     1.41901  0.00949941
        5148    0.980349     1.41892  0.00949794
        5149    0.980469     1.41884  0.00949648
        5150    0.981856     1.41875  0.00949502
        5151    0.982801     1.41867  0.00949355
        5152    0.984708     1.41859  0.00949208
        5153     0.98705      1.4185  0.00949061
        5154    0.990254     1.41842  0.00948913
        5155    0.993777     1.41834  0.00948765
        5156    0.998021     1.41825  0.00948616
        5157     1.00266     1.41817  0.00948466
        5158      1.0076     1.41809  0.00948316
        5159     1.01226     1.41802  0.00948164
        5160     1.01724     1.41794  0.00948012
        5161      1.0229     1.41786   0.0094786
        5162     1.02841     1.41779  0.00947706
        5163     1.03364     1.41771  0.00947552
        5164     1.03894     1.41764  0.00947397
        5165     1.04349     1.41757  0.00947241
        5166     1.04669     1.41749  0.00947085
        5167     1.04892     1.41742  0.00946928
        5168     1.05084     1.41735  0.00946772
        5169     1.05163     1.41728  0.00946615
        5170     1.05104     1.41721  0.00946458
        5171     1.05071     1.41714  0.00946302
        5172     1.04872     1.41707  0.00946146
        5173     1.04558       1.417   0.0094599
        5174     1.04158     1.41692  0.00945835
        5175     1.03749     1.41685  0.00945681
        5176     1.03269     1.41678  0.00945527
        5177     1.02751      1.4167  0.00945374
        5178     1.02085     1.41662  0.00945223
        5179      1.0138     1.41655  0.00945072
        5180     1.00624     1.41647  0.00944923
        5181    0.998769     1.41639  0.00944775
        5182     0.99152      1.4163  0.00944628
        5183    0.984848     1.41622  0.00944483
        5184    0.977663     1.41614  0.00944338
        5185     0.97103     1.41605  0.00944195
        5186    0.965287     1.41596  0.00944053
        5187    0.959075     1.41588  0.00943912
        5188    0.953909     1.41579  0.00943772
        5189    0.949618      1.4157  0.00943633
        5190    0.944326     1.41561  0.00943495
        5191    0.941927     1.41552  0.00943357
        5192    0.939809     1.41542   0.0094322
        5193    0.937999     1.41533  0.00943083
        5194     0.93916     1.41524  0.00942946
        5195    0.939213     1.41515  0.00942809
        5196    0.940089     1.41506  0.00942672
        5197    0.941551     1.41497  0.00942535
        5198     0.94455     1.41488  0.00942397
        5199    0.947633     1.41479  0.00942259
        5200    0.952232      1.4147  0.00942119
        5201    0.955917     1.41461   0.0094198
        5202    0.961321     1.41452  0.00941839
        5203    0.967937     1.41444  0.00941697
        5204    0.974773     1.41435  0.00941554
        5205    0.982036     1.41427   0.0094141
        5206    0.990411     1.41419  0.00941264
        5207    0.999139     1.41411  0.00941117
        5208     1.00842     1.41403  0.00940968
        5209     1.01894     1.41395  0.00940818
        5210     1.02871     1.41388  0.00940667
        5211     1.04009     1.41381  0.00940514
        5212      1.0511     1.41374  0.00940359
        5213      1.0629     1.41367  0.00940203
        5214     1.07469     1.41361  0.00940045
        5215     1.08665     1.41354  0.00939885
        5216     1.09824     1.41348  0.00939725
        5217     1.11085     1.41342  0.00939562
        5218     1.12151     1.41337  0.00939399
        5219     1.13281     1.41331  0.00939234
        5220     1.14517     1.41326  0.00939069
        5221     1.15757     1.41321  0.00938901
        5222     1.16898     1.41317  0.00938733
        5223     1.18031     1.41312  0.00938564
        5224     1.19056     1.41308  0.00938394
        5225     1.20064     1.41304  0.00938223
        5226     1.21099       1.413  0.00938052
        5227     1.21988     1.41296   0.0093788
        5228     1.22899     1.41293  0.00937707
        5229     1.23756      1.4129  0.00937534
        5230     1.24509     1.41286   0.0093736
        5231     1.25207     1.41283  0.00937186
        5232     1.25825      1.4128  0.00937011
        5233      1.2646     1.41277  0.00936836
        5234     1.27041     1.41275  0.00936661
        5235      1.2752     1.41272  0.00936486
        5236     1.27948      1.4127  0.00936311
        5237     1.28303     1.41267  0.00936135
        5238     1.28612     1.41265   0.0093596
        5239     1.28948     1.41262  0.00935784
        5240     1.29195      1.4126  0.00935608
        5241     1.29404     1.41258  0.00935432
        5242       1.296     1.41256  0.00935256
        5243     1.29788     1.41253  0.00935081
        5244     1.29896     1.41251  0.00934905
        5245     1.30025     1.41249  0.00934729
        5246      1.3015     1.41247  0.00934553
        5247     1.30251     1.41245  0.00934378
        5248     1.30232     1.41243  0.00934202
        5249     1.30238     1.41241  0.00934026
        5250      1.3032     1.41239  0.00933851
        5251     1.30308     1.41236  0.00933675
        5252     1.30179     1.41234    0.009335
        5253     1.30149     1.41232  0.00933324
        5254     1.29979      1.4123  0.00933149
        5255     1.29835     1.41228  0.00932974
        5256      1.2967     1.41226  0.00932799
        5257      1.2946     1.41223  0.00932624
        5258     1.29252     1.41221   0.0093245
        5259     1.29021     1.41219  0.00932275
        5260     1.28769     1.41217  0.00932101
        5261     1.28519     1.41214  0.00931927
        5262     1.28271     1.41212  0.00931753
        5263     1.27978     1.41209   0.0093158
        5264     1.27665     1.41207  0.00931406
        5265     1.27286     1.41204  0.00931233
        5266     1.26937     1.41201   0.0093106
        5267     1.26622     1.41198  0.00930888
        5268     1.26247     1.41196  0.00930715
        5269     1.25838     1.41193  0.00930543
        5270      1.2547      1.4119  0.00930371
        5271     1.25052     1.41187    0.009302
        5272     1.24708     1.41184  0.00930029
        5273     1.24368      1.4118  0.00929858
        5274     1.24038     1.41177  0.00929687
        5275     1.23674     1.41174  0.00929517
        5276      1.2328      1.4117  0.00929347
        5277     1.22958     1.41167  0.00929177
        5278     1.22664     1.41163  0.00929008
        5279      1.2245      1.4116  0.00928838
        5280     1.22272     1.41156  0.00928669
        5281     1.22184     1.41153    0.009285
        5282     1.21995     1.41149  0.00928332
        5283     1.21855     1.41145  0.00928163
        5284     1.21862     1.41142  0.00927995
