#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         457    -5.46021    -5.56966  0.00866218
         458    -5.34978    -5.56918  0.00865656
         459    -5.35199    -5.56871  0.00865063
         460    -5.27374    -5.56807  0.00865555
         461    -5.37455    -5.56765  0.00864695
         462     -5.4328    -5.56735  0.00863316
         463    -5.43995    -5.56708   0.0086189
         464    -5.40402    -5.56673  0.00860748
         465      -5.426    -5.56642  0.00859429
         466    -5.39624    -5.56606   0.0085836
         467    -5.40816    -5.56572  0.00857188
         468    -5.37142    -5.56531  0.00856361
         469     -5.3709    -5.56489  0.00855538
         470    -5.44691    -5.56464  0.00854086
         471    -5.38564    -5.56426  0.00853118
         472    -5.36397    -5.56384  0.00852365
         473    -5.36874    -5.56342   0.0085156
         474    -5.33382    -5.56294   0.0085114
         475    -5.38862    -5.56257  0.00850139
         476    -5.33972     -5.5621  0.00849641
         477    -5.37581    -5.56171  0.00848757
         478    -5.38967    -5.56135  0.00847744
         479    -5.38315    -5.56098   0.0084679
         480    -5.38587    -5.56062  0.00845812
         481    -5.35955     -5.5602  0.00845086
         482    -5.42836    -5.55993  0.00843775
         483     -5.4459    -5.55969  0.00842358
         484    -5.49624    -5.55956   0.0084072
         485    -5.38545     -5.5592  0.00839752
         486    -5.43544    -5.55894  0.00838411
         487    -5.50867    -5.55884  0.00836753
         488    -5.55448    -5.55883  0.00835038
         489    -5.57801    -5.55887   0.0083334
         490    -5.51326    -5.55878  0.00831691
         491    -5.53043    -5.55872  0.00830017
         492    -5.47026    -5.55854  0.00828525
         493    -5.49528    -5.55841  0.00826944
         494    -5.43876    -5.55817  0.00825625
         495    -5.46365    -5.55798  0.00824177
         496    -5.50149    -5.55787  0.00822594
         497    -5.49924    -5.55775  0.00821024
         498    -5.50262    -5.55764   0.0081945
         499    -5.48945     -5.5575  0.00817922
         500    -5.43538    -5.55726   0.0081665
         501    -5.35274    -5.55685   0.0081604
         502    -5.17736    -5.55609  0.00817908
         503    -5.23202    -5.55545  0.00818816
         504    -5.28388    -5.55491  0.00818962
         505    -5.37206    -5.55455   0.0081814
         506    -5.37297    -5.55419   0.0081731
         507    -5.40391    -5.55389  0.00816235
         508    -5.37576    -5.55354  0.00815381
         509    -5.42001    -5.55328  0.00814201
         510     -5.3581     -5.5529  0.00813504
         511    -5.35148     -5.5525  0.00812866
         512    -5.40682    -5.55222  0.00811776
         513    -5.28931     -5.5517   0.0081181
         514     -5.4239    -5.55146  0.00810611
         515    -5.50154    -5.55136  0.00809095
         516    -5.54015    -5.55134   0.0080753
         517    -5.59729    -5.55143  0.00806017
         518    -5.62376    -5.55157  0.00804582
         519     -5.4897    -5.55145   0.0080312
         520    -5.41965    -5.55119  0.00801975
         521    -5.38812    -5.55088  0.00801047
         522    -5.37352    -5.55054  0.00800232
         523    -5.30744    -5.55008  0.00800051
         524    -5.34634    -5.54969  0.00799469
         525    -5.43533    -5.54947  0.00798242
         526    -5.49655    -5.54937  0.00796788
         527    -5.38792    -5.54906  0.00795865
         528    -5.43444    -5.54884  0.00794654
         529     -5.3973    -5.54856  0.00793668
         530    -5.38571    -5.54825  0.00792765
         531    -5.37971    -5.54793  0.00791907
         532    -5.34995    -5.54756  0.00791292
         533    -5.46471    -5.54741  0.00789961
         534    -5.41543    -5.54716  0.00788868
         535    -5.52185    -5.54711  0.00787407
         536    -5.58193    -5.54718  0.00785965
         537    -5.50429     -5.5471  0.00784542
         538    -5.36022    -5.54675  0.00783852
         539    -5.42015    -5.54651   0.0078275
         540    -5.37096    -5.54619  0.00781975
         541     -5.3633    -5.54585   0.0078126
         542     -5.4465    -5.54567  0.00780034
         543    -5.51346    -5.54561   0.0077862
         544    -5.49495    -5.54552  0.00777244
         545    -5.43873    -5.54532  0.00776065
         546    -5.46778    -5.54518  0.00774774
         547    -5.42384    -5.54496  0.00773675
         548    -5.49718    -5.54487  0.00772312
         549    -5.54321    -5.54487  0.00770905
         550    -5.53576    -5.54485  0.00769505
         551    -5.51941     -5.5448  0.00768123
         552    -5.44211    -5.54462  0.00766956
         553    -5.50179    -5.54454  0.00765609
         554    -5.54229    -5.54454  0.00764227
         555    -5.55669    -5.54456  0.00762853
         556    -5.56146    -5.54459  0.00761487
         557    -5.56885    -5.54463  0.00760132
         558    -5.56778    -5.54467  0.00758781
         559    -5.58338    -5.54474  0.00757455
         560    -5.61395    -5.54487  0.00756204
         561    -5.64648    -5.54505  0.00755073
         562    -5.61429    -5.54517   0.0075383
         563    -5.65998    -5.54537  0.00752766
         564     -5.6204    -5.54551  0.00751549
         565    -5.68282    -5.54575  0.00750612
         566    -5.71764    -5.54605    0.007499
         567    -5.74445     -5.5464  0.00749393
         568    -5.71584     -5.5467  0.00748667
         569    -5.69511    -5.54696  0.00747806
         570       -5.62    -5.54709  0.00746604
         571    -5.59578    -5.54718  0.00745345
         572    -5.66383    -5.54738  0.00744321
         573    -5.62138    -5.54751  0.00743134
         574    -5.59966     -5.5476  0.00741895
         575    -5.60563     -5.5477  0.00740673
         576    -5.50309    -5.54762  0.00739428
         577    -5.57413    -5.54767   0.0073816
         578    -5.56411     -5.5477  0.00736889
         579    -5.57773    -5.54775  0.00735634
         580    -5.57468     -5.5478  0.00734381
         581    -5.62475    -5.54793  0.00733236
         582     -5.6216    -5.54806  0.00732085
         583    -5.66343    -5.54825  0.00731097
         584    -5.69552    -5.54851   0.0073028
         585    -5.67183    -5.54872  0.00729336
         586    -5.50712    -5.54865  0.00728126
         587    -5.59668    -5.54873  0.00726931
         588     -5.6633    -5.54892  0.00725956
         589    -5.65757    -5.54911  0.00724958
         590    -5.67005    -5.54931  0.00724019
         591    -5.60831    -5.54941  0.00722863
         592     -5.5849    -5.54947  0.00721667
         593    -5.59449    -5.54955   0.0072049
         594    -5.61615    -5.54966  0.00719364
         595    -5.58104    -5.54971  0.00718174
         596    -5.63906    -5.54986  0.00717126
         597    -5.57689    -5.54991  0.00715939
         598    -5.66458     -5.5501  0.00714998
         599    -5.62345    -5.55022  0.00713909
         600    -5.59171    -5.55029  0.00712753
         601    -5.63491    -5.55043  0.00711706
         602    -5.65206     -5.5506  0.00710724
         603    -5.63914    -5.55075  0.00709697
         604    -5.66346    -5.55093  0.00708768
         605    -5.59978    -5.55101  0.00707642
         606    -5.56057    -5.55103  0.00706476
         607    -5.55308    -5.55103  0.00705312
         608    -5.51875    -5.55098  0.00704172
         609    -5.46061    -5.55083  0.00703172
         610    -5.41581    -5.55061  0.00702368
         611    -5.54176     -5.5506   0.0070122
         612    -5.53915    -5.55058  0.00700076
         613    -5.59198    -5.55064  0.00698967
         614    -5.60842    -5.55074  0.00697892
         615    -5.56472    -5.55076  0.00696761
         616    -5.57783    -5.55081  0.00695644
         617    -5.51631    -5.55075  0.00694539
         618    -5.51879     -5.5507  0.00693434
         619    -5.55327     -5.5507  0.00692314
         620    -5.59578    -5.55077  0.00691235
         621    -5.57613    -5.55082  0.00690134
         622    -5.61645    -5.55092  0.00689105
         623    -5.67635    -5.55112  0.00688293
         624    -5.68257    -5.55133  0.00687513
         625    -5.59421     -5.5514  0.00686447
         626    -5.74057     -5.5517  0.00686015
         627    -5.67358     -5.5519  0.00685196
         628    -5.66691    -5.55208   0.0068435
         629    -5.69246     -5.5523  0.00683626
         630    -5.65112    -5.55246  0.00682721
         631    -5.61237    -5.55256  0.00681705
         632    -5.60875    -5.55265  0.00680684
         633    -5.57064    -5.55267  0.00679615
         634    -5.62534    -5.55279  0.00678639
         635    -5.66654    -5.55297  0.00677807
         636    -5.57686    -5.55301  0.00676752
         637    -5.56385    -5.55302  0.00675691
         638    -5.52979    -5.55299  0.00674642
         639    -5.58512    -5.55304  0.00673605
         640    -5.67152    -5.55322  0.00672807
         641    -5.61218    -5.55331   0.0067182
         642    -5.63082    -5.55343  0.00670882
         643    -5.59484     -5.5535   0.0066987
         644    -5.63753    -5.55363  0.00668957
         645    -5.56143    -5.55364  0.00667921
         646    -5.58749    -5.55369  0.00666907
         647    -5.59074    -5.55375  0.00665901
         648    -5.66926    -5.55393  0.00665112
         649    -5.69135    -5.55414  0.00664424
         650    -5.62927    -5.55426  0.00663502
         651    -5.61322    -5.55435  0.00662545
         652    -5.50083    -5.55426   0.0066158
         653    -5.53018    -5.55423  0.00660577
         654     -5.6056    -5.55431  0.00659613
         655    -5.62253    -5.55441  0.00658689
         656    -5.49408    -5.55432  0.00657749
         657     -5.4715    -5.55419  0.00656868
         658    -5.40175    -5.55396  0.00656278
